episode,total_steps,total_reward,average_reward,minerals_collected,exploration_rate,epsilon,memory_size,loss_avg,timestamp
564,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:02:13.711985
565,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:03:00.312485
566,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:06:27.510550
567,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:06:38.094341
568,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:10:46.854067
569,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:15:04.350907
570,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:15:17.183671
571,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:19:07.187730
572,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:23:10.397222
573,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:28:17.542846
574,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:31:24.478047
575,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:36:35.954769
576,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:41:57.963530
577,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:42:10.999741
578,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:49:05.266241
579,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:49:25.138132
580,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:51:19.157680
581,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:51:36.454882
582,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:55:37.124092
583,0,0,0,0,99.0,0.01,1000,0,2026-02-06T17:55:52.258612
584,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:00:16.680985
585,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:00:32.164024
586,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:03:16.018093
587,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:03:28.746600
588,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:03:40.418478
589,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:09:20.761142
590,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:10:51.992507
591,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:11:05.000378
592,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:16:17.659511
593,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:16:25.892912
594,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:17:12.547894
595,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:21:35.604319
596,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:26:09.751089
597,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:30:10.786855
598,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:31:01.698032
599,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:31:13.218960
600,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:31:27.797041
601,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:32:21.534494
602,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:35:09.599142
603,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:35:33.762491
604,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:40:11.257972
605,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:40:22.497598
606,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:40:33.630333
607,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:42:13.042041
608,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:42:24.099877
609,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:43:20.219166
610,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:43:34.324688
611,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:48:13.878086
612,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:48:24.852504
613,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:50:02.904990
614,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:54:48.240855
615,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:54:57.215598
616,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:55:09.795099
617,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:57:56.098482
618,0,0,0,0,99.0,0.01,1000,0,2026-02-06T18:58:07.486255
619,0,0,0,0,99.0,0.01,1000,0,2026-02-06T19:03:03.343586
620,0,0,0,0,99.0,0.01,1000,0,2026-02-06T19:06:47.805439
621,0,0,0,0,99.0,0.01,1000,0,2026-02-06T19:07:51.215779
622,0,0,0,0,99.0,0.01,1000,0,2026-02-06T19:08:00.067861
623,0,0,0,0,99.0,0.01,1000,0,2026-02-06T19:09:31.817654
624,0,0,0,0,99.0,0.01,1000,0,2026-02-06T19:10:35.221558
625,0,0,0,0,99.0,0.01,1000,0,2026-02-06T19:10:43.095376
626,0,0,0,0,99.0,0.01,1000,0,2026-02-06T19:14:15.143201
